electoral_division,state,gender,age,age_lower,age_upper,eligible,participant
Robertson,New South Wales Divisions,male,18-19,18,19,"1,410","1,036"
Robertson,New South Wales Divisions,male,20-24,20,24,"4,162","2,945"
Robertson,New South Wales Divisions,male,25-29,25,29,"3,832","2,617"
Robertson,New South Wales Divisions,male,30-34,30,34,"3,708","2,613"
Robertson,New South Wales Divisions,male,35-39,35,39,"3,658","2,656"
Robertson,New South Wales Divisions,male,40-44,40,44,"4,047","2,918"
Robertson,New South Wales Divisions,male,45-49,45,49,"4,372","3,241"
Robertson,New South Wales Divisions,male,50-54,50,54,"4,383","3,462"
Robertson,New South Wales Divisions,male,55-59,55,59,"4,585","3,807"
Robertson,New South Wales Divisions,male,60-64,60,64,"4,306","3,692"
Robertson,New South Wales Divisions,male,65-69,65,69,"4,044","3,561"
Robertson,New South Wales Divisions,male,70-74,70,74,"3,699","3,351"
Robertson,New South Wales Divisions,male,75-79,75,79,"2,576","2,344"
Robertson,New South Wales Divisions,male,80-84,80,84,"1,675","1,498"
Robertson,New South Wales Divisions,male,85+,85,125,"1,738","1,456"
Shortland,New South Wales Divisions,female,18-19,18,19,"1,561","1,287"
Shortland,New South Wales Divisions,female,20-24,20,24,"4,099","3,223"
Shortland,New South Wales Divisions,female,25-29,25,29,"3,823","2,963"
Shortland,New South Wales Divisions,female,30-34,30,34,"4,038","3,195"
Shortland,New South Wales Divisions,female,35-39,35,39,"4,027","3,137"
Shortland,New South Wales Divisions,female,40-44,40,44,"4,244","3,344"
Shortland,New South Wales Divisions,female,45-49,45,49,"4,788","3,970"
Shortland,New South Wales Divisions,female,50-54,50,54,"4,665","3,985"
Shortland,New South Wales Divisions,female,55-59,55,59,"4,988","4,369"
Shortland,New South Wales Divisions,female,60-64,60,64,"4,776","4,318"
Shortland,New South Wales Divisions,female,65-69,65,69,"4,613","4,184"
Shortland,New South Wales Divisions,female,70-74,70,74,"4,277","3,958"
Shortland,New South Wales Divisions,female,75-79,75,79,"3,094","2,821"
Shortland,New South Wales Divisions,female,80-84,80,84,"2,249","2,006"
Shortland,New South Wales Divisions,female,85+,85,125,"2,312","1,926"
Shortland,New South Wales Divisions,male,18-19,18,19,"1,552","1,201"
Shortland,New South Wales Divisions,male,20-24,20,24,"4,418","3,228"
Shortland,New South Wales Divisions,male,25-29,25,29,"3,835","2,718"
Shortland,New South Wales Divisions,male,30-34,30,34,"4,031","2,901"
Shortland,New South Wales Divisions,male,35-39,35,39,"3,924","2,852"
Shortland,New South Wales Divisions,male,40-44,40,44,"4,121","3,016"
Shortland,New South Wales Divisions,male,45-49,45,49,"4,628","3,541"
Shortland,New South Wales Divisions,male,50-54,50,54,"4,402","3,460"
Shortland,New South Wales Divisions,male,55-59,55,59,"4,786","3,985"
Shortland,New South Wales Divisions,male,60-64,60,64,"4,426","3,876"
Shortland,New South Wales Divisions,male,65-69,65,69,"4,045","3,662"
Shortland,New South Wales Divisions,male,70-74,70,74,"3,777","3,428"
Shortland,New South Wales Divisions,male,75-79,75,79,"2,643","2,441"
Shortland,New South Wales Divisions,male,80-84,80,84,"1,830","1,646"
Shortland,New South Wales Divisions,male,85+,85,125,"1,461","1,240"
Sydney,New South Wales Divisions,female,18-19,18,19,840,696
Sydney,New South Wales Divisions,female,20-24,20,24,"4,172","3,440"
Sydney,New South Wales Divisions,female,25-29,25,29,"7,693","6,405"
Sydney,New South Wales Divisions,female,30-34,30,34,"8,046","6,485"
Sydney,New South Wales Divisions,female,35-39,35,39,"6,237","4,908"
Sydney,New South Wales Divisions,female,40-44,40,44,"4,532","3,629"
Sydney,New South Wales Divisions,female,45-49,45,49,"3,993","3,285"
Sydney,New South Wales Divisions,female,50-54,50,54,"3,350","2,781"
Sydney,New South Wales Divisions,female,55-59,55,59,"3,255","2,746"
Sydney,New South Wales Divisions,female,60-64,60,64,"2,950","2,479"
Sydney,New South Wales Divisions,female,65-69,65,69,"2,421","2,086"
Sydney,New South Wales Divisions,female,70-74,70,74,"1,771","1,539"
Sydney,New South Wales Divisions,female,75-79,75,79,"1,178",959
Sydney,New South Wales Divisions,female,80-84,80,84,871,660
Sydney,New South Wales Divisions,female,85+,85,125,877,607
Sydney,New South Wales Divisions,male,18-19,18,19,575,437
Sydney,New South Wales Divisions,male,20-24,20,24,"3,532","2,624"
Sydney,New South Wales Divisions,male,25-29,25,29,"8,100","6,472"
Sydney,New South Wales Divisions,male,30-34,30,34,"9,327","7,200"
Sydney,New South Wales Divisions,male,35-39,35,39,"8,044","6,093"
Sydney,New South Wales Divisions,male,40-44,40,44,"6,165","4,787"
Sydney,New South Wales Divisions,male,45-49,45,49,"5,465","4,430"
Sydney,New South Wales Divisions,male,50-54,50,54,"4,548","3,734"
Sydney,New South Wales Divisions,male,55-59,55,59,"3,948","3,260"
Sydney,New South Wales Divisions,male,60-64,60,64,"3,205","2,671"
Sydney,New South Wales Divisions,male,65-69,65,69,"2,635","2,235"
Sydney,New South Wales Divisions,male,70-74,70,74,"1,906","1,615"
Sydney,New South Wales Divisions,male,75-79,75,79,"1,185",983
Sydney,New South Wales Divisions,male,80-84,80,84,811,648
Sydney,New South Wales Divisions,male,85+,85,125,614,419
Warringah,New South Wales Divisions,female,18-19,18,19,"1,361","1,209"
Warringah,New South Wales Divisions,female,20-24,20,24,"3,380","2,901"
Warringah,New South Wales Divisions,female,25-29,25,29,"3,628","3,018"
Warringah,New South Wales Divisions,female,30-34,30,34,"4,392","3,643"
Warringah,New South Wales Divisions,female,35-39,35,39,"5,027","4,114"
Warringah,New South Wales Divisions,female,40-44,40,44,"5,407","4,480"
Warringah,New South Wales Divisions,female,45-49,45,49,"5,519","4,701"
Warringah,New South Wales Divisions,female,50-54,50,54,"4,871","4,215"
Warringah,New South Wales Divisions,female,55-59,55,59,"4,268","3,762"
Warringah,New South Wales Divisions,female,60-64,60,64,"3,603","3,187"
Warringah,New South Wales Divisions,female,65-69,65,69,"3,451","3,126"
Warringah,New South Wales Divisions,female,70-74,70,74,"3,003","2,739"
Warringah,New South Wales Divisions,female,75-79,75,79,"2,148","1,951"
Warringah,New South Wales Divisions,female,80-84,80,84,"1,459","1,294"
Warringah,New South Wales Divisions,female,85+,85,125,"2,056","1,638"
Warringah,New South Wales Divisions,male,18-19,18,19,"1,276","1,057"
Warringah,New South Wales Divisions,male,20-24,20,24,"3,382","2,681"
Warringah,New South Wales Divisions,male,25-29,25,29,"3,567","2,712"
Warringah,New South Wales Divisions,male,30-34,30,34,"4,035","3,050"
Warringah,New South Wales Divisions,male,35-39,35,39,"4,723","3,648"
Warringah,New South Wales Divisions,male,40-44,40,44,"5,110","3,920"
Warringah,New South Wales Divisions,male,45-49,45,49,"5,130","4,071"
Warringah,New South Wales Divisions,male,50-54,50,54,"4,535","3,782"
Warringah,New South Wales Divisions,male,55-59,55,59,"4,134","3,504"
Warringah,New South Wales Divisions,male,60-64,60,64,"3,427","2,977"
Warringah,New South Wales Divisions,male,65-69,65,69,"2,998","2,674"
Warringah,New South Wales Divisions,male,70-74,70,74,"2,644","2,414"
Warringah,New South Wales Divisions,male,75-79,75,79,"1,778","1,619"
Warringah,New South Wales Divisions,male,80-84,80,84,"1,199","1,079"
Warringah,New South Wales Divisions,male,85+,85,125,"1,226","1,054"
Watson,New South Wales Divisions,female,18-19,18,19,"1,533","1,231"
Watson,New South Wales Divisions,female,20-24,20,24,"4,559","3,538"
Watson,New South Wales Divisions,female,25-29,25,29,"4,510","3,359"
Watson,New South Wales Divisions,female,30-34,30,34,"4,920","3,631"
Watson,New South Wales Divisions,female,35-39,35,39,"4,798","3,564"
Watson,New South Wales Divisions,female,40-44,40,44,"4,651","3,544"
Watson,New South Wales Divisions,female,45-49,45,49,"4,857","3,788"
Watson,New South Wales Divisions,female,50-54,50,54,"4,625","3,670"
Watson,New South Wales Divisions,female,55-59,55,59,"4,376","3,558"
Watson,New South Wales Divisions,female,60-64,60,64,"3,837","3,152"
Watson,New South Wales Divisions,female,65-69,65,69,"3,177","2,711"
Watson,New South Wales Divisions,female,70-74,70,74,"2,486","2,141"
Watson,New South Wales Divisions,female,75-79,75,79,"2,048","1,722"
Watson,New South Wales Divisions,female,80-84,80,84,"1,674","1,335"
Watson,New South Wales Divisions,female,85+,85,125,"1,885","1,398"
Watson,New South Wales Divisions,male,18-19,18,19,"1,525","1,156"
Watson,New South Wales Divisions,male,20-24,20,24,"4,728","3,420"
Watson,New South Wales Divisions,male,25-29,25,29,"4,334","3,025"
Watson,New South Wales Divisions,male,30-34,30,34,"4,904","3,397"
Watson,New South Wales Divisions,male,35-39,35,39,"5,015","3,505"
Watson,New South Wales Divisions,male,40-44,40,44,"4,612","3,382"
Watson,New South Wales Divisions,male,45-49,45,49,"4,538","3,369"
Watson,New South Wales Divisions,male,50-54,50,54,"4,785","3,714"
Watson,New South Wales Divisions,male,55-59,55,59,"4,368","3,354"
Watson,New South Wales Divisions,male,60-64,60,64,"3,656","2,918"
Watson,New South Wales Divisions,male,65-69,65,69,"3,084","2,525"
Watson,New South Wales Divisions,male,70-74,70,74,"2,522","2,131"
Watson,New South Wales Divisions,male,75-79,75,79,"1,961","1,669"
Watson,New South Wales Divisions,male,80-84,80,84,"1,383","1,163"
Watson,New South Wales Divisions,male,85+,85,125,"1,213",927
Wentworth,New South Wales Divisions,female,18-19,18,19,"1,012",882
Wentworth,New South Wales Divisions,female,20-24,20,24,"3,277","2,852"
Wentworth,New South Wales Divisions,female,25-29,25,29,"5,212","4,356"
Wentworth,New South Wales Divisions,female,30-34,30,34,"6,099","4,964"
Wentworth,New South Wales Divisions,female,35-39,35,39,"5,707","4,593"
Wentworth,New South Wales Divisions,female,40-44,40,44,"5,052","4,088"
Wentworth,New South Wales Divisions,female,45-49,45,49,"4,773","4,022"
Wentworth,New South Wales Divisions,female,50-54,50,54,"3,911","3,358"
Wentworth,New South Wales Divisions,female,55-59,55,59,"3,738","3,286"
Wentworth,New South Wales Divisions,female,60-64,60,64,"3,347","2,964"
Wentworth,New South Wales Divisions,female,65-69,65,69,"3,276","2,899"
Wentworth,New South Wales Divisions,female,70-74,70,74,"2,786","2,459"
Wentworth,New South Wales Divisions,female,75-79,75,79,"1,976","1,734"
Wentworth,New South Wales Divisions,female,80-84,80,84,"1,435","1,223"
Wentworth,New South Wales Divisions,female,85+,85,125,"2,104","1,604"
Wentworth,New South Wales Divisions,male,18-19,18,19,991,826
Wentworth,New South Wales Divisions,male,20-24,20,24,"2,927","2,285"
Wentworth,New South Wales Divisions,male,25-29,25,29,"4,388","3,421"
Wentworth,New South Wales Divisions,male,30-34,30,34,"5,512","4,215"
Wentworth,New South Wales Divisions,male,35-39,35,39,"5,692","4,339"
Wentworth,New South Wales Divisions,male,40-44,40,44,"5,073","3,881"
Wentworth,New South Wales Divisions,male,45-49,45,49,"4,734","3,735"
Wentworth,New South Wales Divisions,male,50-54,50,54,"3,943","3,242"
Wentworth,New South Wales Divisions,male,55-59,55,59,"3,628","3,060"
Wentworth,New South Wales Divisions,male,60-64,60,64,"3,016","2,618"
Wentworth,New South Wales Divisions,male,65-69,65,69,"2,993","2,610"
Wentworth,New South Wales Divisions,male,70-74,70,74,"2,443","2,155"
Wentworth,New South Wales Divisions,male,75-79,75,79,"1,626","1,427"
Wentworth,New South Wales Divisions,male,80-84,80,84,"1,095",938
Wentworth,New South Wales Divisions,male,85+,85,125,"1,284","1,023"
Werriwa,New South Wales Divisions,female,18-19,18,19,"1,917","1,419"
Werriwa,New South Wales Divisions,female,20-24,20,24,"5,662","4,100"
Werriwa,New South Wales Divisions,female,25-29,25,29,"5,242","3,656"
Werriwa,New South Wales Divisions,female,30-34,30,34,"5,522","3,833"
Werriwa,New South Wales Divisions,female,35-39,35,39,"5,509","3,858"
Werriwa,New South Wales Divisions,female,40-44,40,44,"5,546","3,982"
Werriwa,New South Wales Divisions,female,45-49,45,49,"5,535","4,157"
Werriwa,New South Wales Divisions,female,50-54,50,54,"5,214","4,067"
Werriwa,New South Wales Divisions,female,55-59,55,59,"4,866","3,856"
Werriwa,New South Wales Divisions,female,60-64,60,64,"3,929","3,161"
Werriwa,New South Wales Divisions,female,65-69,65,69,"2,978","2,503"
Werriwa,New South Wales Divisions,female,70-74,70,74,"2,075","1,723"
Werriwa,New South Wales Divisions,female,75-79,75,79,"1,608","1,332"
Werriwa,New South Wales Divisions,female,80-84,80,84,"1,023",829
Werriwa,New South Wales Divisions,female,85+,85,125,"1,002",735
Werriwa,New South Wales Divisions,male,18-19,18,19,"1,993","1,455"
Werriwa,New South Wales Divisions,male,20-24,20,24,"5,758","3,970"
Werriwa,New South Wales Divisions,male,25-29,25,29,"4,989","3,364"
Werriwa,New South Wales Divisions,male,30-34,30,34,"4,953","3,249"
Werriwa,New South Wales Divisions,male,35-39,35,39,"5,180","3,387"
Werriwa,New South Wales Divisions,male,40-44,40,44,"4,996","3,525"
Werriwa,New South Wales Divisions,male,45-49,45,49,"5,205","3,807"
Werriwa,New South Wales Divisions,male,50-54,50,54,"5,234","3,906"
Werriwa,New South Wales Divisions,male,55-59,55,59,"4,815","3,719"
Werriwa,New South Wales Divisions,male,60-64,60,64,"3,815","3,092"
Werriwa,New South Wales Divisions,male,65-69,65,69,"3,008","2,514"
Werriwa,New South Wales Divisions,male,70-74,70,74,"2,130","1,818"
Werriwa,New South Wales Divisions,male,75-79,75,79,"1,408","1,189"
Werriwa,New South Wales Divisions,male,80-84,80,84,875,715
Werriwa,New South Wales Divisions,male,85+,85,125,593,460
Whitlam,New South Wales Divisions,female,18-19,18,19,"1,751","1,389"
Whitlam,New South Wales Divisions,female,20-24,20,24,"4,483","3,337"
Whitlam,New South Wales Divisions,female,25-29,25,29,"4,226","3,123"
Whitlam,New South Wales Divisions,female,30-34,30,34,"4,299","3,217"
Whitlam,New South Wales Divisions,female,35-39,35,39,"4,266","3,180"
Whitlam,New South Wales Divisions,female,40-44,40,44,"4,587","3,563"
Whitlam,New South Wales Divisions,female,45-49,45,49,"4,914","3,972"
Whitlam,New South Wales Divisions,female,50-54,50,54,"4,910","4,041"
Whitlam,New South Wales Divisions,female,55-59,55,59,"5,139","4,415"
Whitlam,New South Wales Divisions,female,60-64,60,64,"4,776","4,230"
Whitlam,New South Wales Divisions,female,65-69,65,69,"4,612","4,127"
Whitlam,New South Wales Divisions,female,70-74,70,74,"4,139","3,762"
Whitlam,New South Wales Divisions,female,75-79,75,79,"3,126","2,808"
Whitlam,New South Wales Divisions,female,80-84,80,84,"2,168","1,860"
Whitlam,New South Wales Divisions,female,85+,85,125,"2,095","1,678"
Whitlam,New South Wales Divisions,male,18-19,18,19,"1,667","1,212"
Whitlam,New South Wales Divisions,male,20-24,20,24,"4,552","3,148"
Whitlam,New South Wales Divisions,male,25-29,25,29,"4,144","2,816"
Whitlam,New South Wales Divisions,male,30-34,30,34,"4,235","2,951"
Whitlam,New South Wales Divisions,male,35-39,35,39,"4,169","2,934"
Whitlam,New South Wales Divisions,male,40-44,40,44,"4,437","3,136"
Whitlam,New South Wales Divisions,male,45-49,45,49,"4,701","3,542"
Whitlam,New South Wales Divisions,male,50-54,50,54,"4,665","3,657"
Whitlam,New South Wales Divisions,male,55-59,55,59,"4,802","3,928"
Whitlam,New South Wales Divisions,male,60-64,60,64,"4,249","3,672"
Whitlam,New South Wales Divisions,male,65-69,65,69,"4,249","3,771"
Whitlam,New South Wales Divisions,male,70-74,70,74,"3,782","3,392"
Whitlam,New South Wales Divisions,male,75-79,75,79,"2,693","2,431"
Whitlam,New South Wales Divisions,male,80-84,80,84,"1,777","1,596"
Whitlam,New South Wales Divisions,male,85+,85,125,"1,350","1,139"
Lingiari,Northern Territory Divisions,female,18-19,18,19,586,316
Lingiari,Northern Territory Divisions,female,20-24,20,24,"3,017","1,269"
Lingiari,Northern Territory Divisions,female,25-29,25,29,"4,035","1,827"
Lingiari,Northern Territory Divisions,female,30-34,30,34,"4,232","1,970"
Lingiari,Northern Territory Divisions,female,35-39,35,39,"3,813","1,844"
Lingiari,Northern Territory Divisions,female,40-44,40,44,"3,609","1,716"
Lingiari,Northern Territory Divisions,female,45-49,45,49,"3,773","1,936"
Lingiari,Northern Territory Divisions,female,50-54,50,54,"3,302","1,884"
Lingiari,Northern Territory Divisions,female,55-59,55,59,"2,995","1,820"
Lingiari,Northern Territory Divisions,female,60-64,60,64,"2,290","1,435"
Lingiari,Northern Territory Divisions,female,65-69,65,69,"1,474",940
Lingiari,Northern Territory Divisions,female,70-74,70,74,848,551
Lingiari,Northern Territory Divisions,female,75-79,75,79,513,320
Lingiari,Northern Territory Divisions,female,80-84,80,84,276,160
Lingiari,Northern Territory Divisions,female,85+,85,125,245,121
Lingiari,Northern Territory Divisions,male,18-19,18,19,572,292
Lingiari,Northern Territory Divisions,male,20-24,20,24,"2,910","1,058"
Lingiari,Northern Territory Divisions,male,25-29,25,29,"3,789","1,465"
Lingiari,Northern Territory Divisions,male,30-34,30,34,"3,996","1,653"
Lingiari,Northern Territory Divisions,male,35-39,35,39,"3,607","1,515"
Lingiari,Northern Territory Divisions,male,40-44,40,44,"3,506","1,516"
Lingiari,Northern Territory Divisions,male,45-49,45,49,"3,645","1,710"
Lingiari,Northern Territory Divisions,male,50-54,50,54,"3,331","1,730"
Lingiari,Northern Territory Divisions,male,55-59,55,59,"2,960","1,753"
Lingiari,Northern Territory Divisions,male,60-64,60,64,"2,456","1,574"
Lingiari,Northern Territory Divisions,male,65-69,65,69,"1,715","1,137"
Lingiari,Northern Territory Divisions,male,70-74,70,74,"1,047",680
Lingiari,Northern Territory Divisions,male,75-79,75,79,569,399
Lingiari,Northern Territory Divisions,male,80-84,80,84,215,132
Lingiari,Northern Territory Divisions,male,85+,85,125,158,97
Solomon,Northern Territory Divisions,female,18-19,18,19,720,493
